DateId;InfoDate;Year;Quarter;Month;Week;FirstDateofWeek;ShortMonthName;Semester
20210224;24/02/2021;2021;1;2;9;22/02/2021;FEB;1
20210225;25/02/2021;2021;1;2;9;22/02/2021;FEB;1
20210226;26/02/2021;2021;1;2;9;22/02/2021;FEB;1
20210227;27/02/2021;2021;1;2;9;22/02/2021;FEB;1
20210228;28/02/2021;2021;1;2;10;01/03/2021;FEB;1
20210301;01/03/2021;2021;1;3;10;01/03/2021;MAR;1
20210302;02/03/2021;2021;1;3;10;01/03/2021;MAR;1
20210303;03/03/2021;2021;1;3;10;01/03/2021;MAR;1
20210304;04/03/2021;2021;1;3;10;01/03/2021;MAR;1
20210305;05/03/2021;2021;1;3;10;01/03/2021;MAR;1
20210306;06/03/2021;2021;1;3;10;01/03/2021;MAR;1
20210307;07/03/2021;2021;1;3;11;08/03/2021;MAR;1
20210308;08/03/2021;2021;1;3;11;08/03/2021;MAR;1
20210309;09/03/2021;2021;1;3;11;08/03/2021;MAR;1
20210310;10/03/2021;2021;1;3;11;08/03/2021;MAR;1
20210311;11/03/2021;2021;1;3;11;08/03/2021;MAR;1
20210312;12/03/2021;2021;1;3;11;08/03/2021;MAR;1
20210313;13/03/2021;2021;1;3;11;08/03/2021;MAR;1
20210314;14/03/2021;2021;1;3;12;15/03/2021;MAR;1
20210315;15/03/2021;2021;1;3;12;15/03/2021;MAR;1
20210316;16/03/2021;2021;1;3;12;15/03/2021;MAR;1
20210317;17/03/2021;2021;1;3;12;15/03/2021;MAR;1
20210318;18/03/2021;2021;1;3;12;15/03/2021;MAR;1
20210319;19/03/2021;2021;1;3;12;15/03/2021;MAR;1
20210320;20/03/2021;2021;1;3;12;15/03/2021;MAR;1
20210321;21/03/2021;2021;1;3;13;22/03/2021;MAR;1
20210322;22/03/2021;2021;1;3;13;22/03/2021;MAR;1
20210323;23/03/2021;2021;1;3;13;22/03/2021;MAR;1
20210324;24/03/2021;2021;1;3;13;22/03/2021;MAR;1
20210325;25/03/2021;2021;1;3;13;22/03/2021;MAR;1
20210326;26/03/2021;2021;1;3;13;22/03/2021;MAR;1
20210327;27/03/2021;2021;1;3;13;22/03/2021;MAR;1
20210328;28/03/2021;2021;1;3;14;29/03/2021;MAR;1
20210329;29/03/2021;2021;1;3;14;29/03/2021;MAR;1
20210330;30/03/2021;2021;1;3;14;29/03/2021;MAR;1
20210331;31/03/2021;2021;1;3;14;29/03/2021;MAR;1
20210401;01/04/2021;2021;2;4;14;29/03/2021;APR;1
20210402;02/04/2021;2021;2;4;14;29/03/2021;APR;1
20210403;03/04/2021;2021;2;4;14;29/03/2021;APR;1
20210404;04/04/2021;2021;2;4;15;05/04/2021;APR;1
20210405;05/04/2021;2021;2;4;15;05/04/2021;APR;1
20210406;06/04/2021;2021;2;4;15;05/04/2021;APR;1
20210407;07/04/2021;2021;2;4;15;05/04/2021;APR;1
20210408;08/04/2021;2021;2;4;15;05/04/2021;APR;1
20210409;09/04/2021;2021;2;4;15;05/04/2021;APR;1
20210410;10/04/2021;2021;2;4;15;05/04/2021;APR;1
20210411;11/04/2021;2021;2;4;16;12/04/2021;APR;1
20210412;12/04/2021;2021;2;4;16;12/04/2021;APR;1
20210413;13/04/2021;2021;2;4;16;12/04/2021;APR;1
20210414;14/04/2021;2021;2;4;16;12/04/2021;APR;1
20210415;15/04/2021;2021;2;4;16;12/04/2021;APR;1
20210416;16/04/2021;2021;2;4;16;12/04/2021;APR;1
20210417;17/04/2021;2021;2;4;16;12/04/2021;APR;1
20210418;18/04/2021;2021;2;4;17;19/04/2021;APR;1
20210419;19/04/2021;2021;2;4;17;19/04/2021;APR;1
20210420;20/04/2021;2021;2;4;17;19/04/2021;APR;1
20210421;21/04/2021;2021;2;4;17;19/04/2021;APR;1
20210422;22/04/2021;2021;2;4;17;19/04/2021;APR;1
20210423;23/04/2021;2021;2;4;17;19/04/2021;APR;1
20210424;24/04/2021;2021;2;4;17;19/04/2021;APR;1
20210425;25/04/2021;2021;2;4;18;26/04/2021;APR;1
20210426;26/04/2021;2021;2;4;18;26/04/2021;APR;1
20210427;27/04/2021;2021;2;4;18;26/04/2021;APR;1
20210428;28/04/2021;2021;2;4;18;26/04/2021;APR;1
20210429;29/04/2021;2021;2;4;18;26/04/2021;APR;1
20210430;30/04/2021;2021;2;4;18;26/04/2021;APR;1
20210501;01/05/2021;2021;2;5;18;26/04/2021;MAY;1
20210502;02/05/2021;2021;2;5;19;03/05/2021;MAY;1
20210503;03/05/2021;2021;2;5;19;03/05/2021;MAY;1
20210504;04/05/2021;2021;2;5;19;03/05/2021;MAY;1
20210505;05/05/2021;2021;2;5;19;03/05/2021;MAY;1
20210506;06/05/2021;2021;2;5;19;03/05/2021;MAY;1
20210507;07/05/2021;2021;2;5;19;03/05/2021;MAY;1
20210508;08/05/2021;2021;2;5;19;03/05/2021;MAY;1
20210509;09/05/2021;2021;2;5;20;10/05/2021;MAY;1
20210510;10/05/2021;2021;2;5;20;10/05/2021;MAY;1
20210511;11/05/2021;2021;2;5;20;10/05/2021;MAY;1
20210512;12/05/2021;2021;2;5;20;10/05/2021;MAY;1
20210513;13/05/2021;2021;2;5;20;10/05/2021;MAY;1
20210514;14/05/2021;2021;2;5;20;10/05/2021;MAY;1
